no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
38,8,2,2.4661979647081074,5289.913000000001,3834.644999999999,1562.5330000000004,,333.305,,40.471999999999994,411.485,41.982,,410.436,,,-0.25,1.0,7.0,7873.291999101639,
38,8,3,3.6252350169779333,844.9630000000002,3550.6179999999995,504.862,375.022,,,185.78300000000002,89.16599999999998,272.798,,112.295,,1.0,-0.4,0.75,7.8,9175.604999065401,
39,8,0,0.47220774092157364,1312.001,4697.372000000001,1548.4379999999999,465.253,,,72.584,2423.933,,,380.193,,2.0,-0.8,0.8,7.6,10807.829999685286,
39,8,1,2.4661979647081074,5289.913000000001,3834.644999999999,1562.5330000000004,,333.305,,40.471999999999994,411.485,41.982,,410.436,,,-0.25,1.0,7.0,7873.291999101639,
39,8,2,3.6252350169779333,844.9630000000002,3550.6179999999995,504.862,375.022,,,185.78300000000002,89.16599999999998,272.798,,112.295,,1.0,-0.4,0.75,7.8,9175.604999065401,
39,8,3,0.8895664355437688,1876.113,8191.410000000003,470.866,1321.1039999999996,,28.098,44.43,4918.942000000001,,,269.56899999999996,,7.0,-0.4,1.0,8.0,15516.951998472214,4.0
40,8,0,2.4661979647081074,5289.913000000001,3834.644999999999,1562.5330000000004,,333.305,,40.471999999999994,411.485,41.982,,410.436,,,-0.25,1.0,7.0,7873.291999101639,
40,8,1,3.6252350169779333,844.9630000000002,3550.6179999999995,504.862,375.022,,,185.78300000000002,89.16599999999998,272.798,,112.295,,1.0,-0.4,0.75,7.8,9175.604999065401,
40,8,2,0.8895664355437688,1876.113,8191.410000000003,470.866,1321.1039999999996,,28.098,44.43,4918.942000000001,,,269.56899999999996,,7.0,-0.4,1.0,8.0,15516.951998472214,4.0
40,8,3,1.8561844631226165,795.4359999999997,7925.917999999999,352.88800000000003,1069.748,,,32.443,771.266,,,11.083,,,-0.2,1.0,7.6,15088.519000768661,
41,7,0,,2437.0460000000003,3151.8289999999997,88.392,,,,408.10599999999994,181.591,,,,,4.0,0.0,0.0,6.333333333333333,4902.626999616626,1.0
41,7,1,1.17647890465228,1229.3469999999995,4518.116000000002,2511.178,,,,103.69899999999998,103.02799999999999,,,,,4.0,0.5,0.5,6.75,10159.769001245493,
41,7,2,5.267625222130502,2604.5209999999993,3933.0809999999988,88.943,,,,88.72200000000001,212.36399999999995,,,,,15.0,0.6,0.8,8.2,4512.4710013866425,1.0
41,7,3,7.575162164415436,1554.558,2596.988999999999,196.13899999999998,,,,105.536,47.815,567.165,,,,5.0,0.4,0.4,6.8,8182.757000207906,1.0
42,8,0,1.17647890465228,1229.3469999999995,4518.116000000002,2511.178,,,,103.69899999999998,103.02799999999999,,,,,4.0,0.5,0.5,6.75,10159.769001245493,
42,8,1,5.267625222130502,2604.5209999999993,3933.0809999999988,88.943,,,,88.72200000000001,212.36399999999995,,,,,15.0,0.6,0.8,8.2,4512.4710013866425,1.0
42,8,2,7.575162164415436,1554.558,2596.988999999999,196.13899999999998,,,,105.536,47.815,567.165,,,,5.0,0.4,0.4,6.8,8182.757000207906,1.0
42,8,3,5.736599045048336,1777.9770000000005,2154.3709999999996,148.18,,,,86.857,131.598,,,,,10.0,-0.5,0.75,7.25,4360.33400130272,1.0
43,6,0,5.267625222130502,2604.5209999999993,3933.0809999999988,88.943,,,,88.72200000000001,212.36399999999995,,,,,15.0,0.6,0.8,8.2,4512.4710013866425,1.0
43,6,1,7.575162164415436,1554.558,2596.988999999999,196.13899999999998,,,,105.536,47.815,567.165,,,,5.0,0.4,0.4,6.8,8182.757000207906,1.0
43,6,2,5.736599045048336,1777.9770000000005,2154.3709999999996,148.18,,,,86.857,131.598,,,,,10.0,-0.5,0.75,7.25,4360.33400130272,1.0
43,6,3,6.95107019760258,2230.3030000000017,2858.4460000000013,459.604,,,,37.944,388.02099999999996,442.296,,,,10.0,-0.75,0.75,7.5,11155.850999116892,1.0
44,6,0,7.575162164415436,1554.558,2596.988999999999,196.13899999999998,,,,105.536,47.815,567.165,,,,5.0,0.4,0.4,6.8,8182.757000207906,1.0
44,6,1,5.736599045048336,1777.9770000000005,2154.3709999999996,148.18,,,,86.857,131.598,,,,,10.0,-0.5,0.75,7.25,4360.33400130272,1.0
44,6,2,6.95107019760258,2230.3030000000017,2858.4460000000013,459.604,,,,37.944,388.02099999999996,442.296,,,,10.0,-0.75,0.75,7.5,11155.850999116892,1.0
44,6,3,10.705048483989632,1930.265999999999,1852.2560000000005,662.9110000000001,,,,43.204,408.667,780.617,,,,25.0,-1.0,-0.5,6.5,7589.562002897266,1.0
45,6,0,5.736599045048336,1777.9770000000005,2154.3709999999996,148.18,,,,86.857,131.598,,,,,10.0,-0.5,0.75,7.25,4360.33400130272,1.0
45,6,1,6.95107019760258,2230.3030000000017,2858.4460000000013,459.604,,,,37.944,388.02099999999996,442.296,,,,10.0,-0.75,0.75,7.5,11155.850999116892,1.0
45,6,2,10.705048483989632,1930.265999999999,1852.2560000000005,662.9110000000001,,,,43.204,408.667,780.617,,,,25.0,-1.0,-0.5,6.5,7589.562002897266,1.0
45,6,3,5.393943140670647,894.506,1839.8989999999997,388.09799999999996,,,,61.865,171.994,1263.189,,,,8.0,-1.0,0.0,6.25,4528.527000665666,1.0
46,8,0,6.95107019760258,2230.3030000000017,2858.4460000000013,459.604,,,,37.944,388.02099999999996,442.296,,,,10.0,-0.75,0.75,7.5,11155.850999116892,1.0
46,8,1,10.705048483989632,1930.265999999999,1852.2560000000005,662.9110000000001,,,,43.204,408.667,780.617,,,,25.0,-1.0,-0.5,6.5,7589.562002897266,1.0
46,8,2,5.393943140670647,894.506,1839.8989999999997,388.09799999999996,,,,61.865,171.994,1263.189,,,,8.0,-1.0,0.0,6.25,4528.527000665666,1.0
46,8,3,3.746991900035999,1073.4960000000003,3012.181,532.013,,,,81.80799999999999,232.80100000000002,,,,,5.0,0.2,-0.2,6.4,2766.64899945259,
47,7,0,10.705048483989632,1930.265999999999,1852.2560000000005,662.9110000000001,,,,43.204,408.667,780.617,,,,25.0,-1.0,-0.5,6.5,7589.562002897266,1.0
47,7,1,5.393943140670647,894.506,1839.8989999999997,388.09799999999996,,,,61.865,171.994,1263.189,,,,8.0,-1.0,0.0,6.25,4528.527000665666,1.0
47,7,2,3.746991900035999,1073.4960000000003,3012.181,532.013,,,,81.80799999999999,232.80100000000002,,,,,5.0,0.2,-0.2,6.4,2766.64899945259,
47,7,3,5.5323277165548905,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,,7.0,-1.25,0.75,7.75,4637.388000011445,
48,7,0,5.393943140670647,894.506,1839.8989999999997,388.09799999999996,,,,61.865,171.994,1263.189,,,,8.0,-1.0,0.0,6.25,4528.527000665666,1.0
48,7,1,3.746991900035999,1073.4960000000003,3012.181,532.013,,,,81.80799999999999,232.80100000000002,,,,,5.0,0.2,-0.2,6.4,2766.64899945259,
48,7,2,5.5323277165548905,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,,7.0,-1.25,0.75,7.75,4637.388000011445,
48,7,3,7.054883097740211,1736.7440000000004,2533.849,767.1449999999999,,,,41.95,1562.023,,,,,5.0,-1.2,0.4,7.2,6069.630000829695,
49,7,0,3.746991900035999,1073.4960000000003,3012.181,532.013,,,,81.80799999999999,232.80100000000002,,,,,5.0,0.2,-0.2,6.4,2766.64899945259,
49,7,1,5.5323277165548905,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,,7.0,-1.25,0.75,7.75,4637.388000011445,
49,7,2,7.054883097740211,1736.7440000000004,2533.849,767.1449999999999,,,,41.95,1562.023,,,,,5.0,-1.2,0.4,7.2,6069.630000829695,
49,7,3,5.492376214131624,2267.1239999999993,2997.043000000002,490.78100000000006,,,,731.8529999999998,81.366,,,67.16300000000001,,3.0,0.0,0.5,7.25,5746.980998754502,
50,7,0,5.5323277165548905,2806.931,2788.7509999999997,459.58899999999994,,,,50.375,148.447,,,,,7.0,-1.25,0.75,7.75,4637.388000011445,
50,7,1,7.054883097740211,1736.7440000000004,2533.849,767.1449999999999,,,,41.95,1562.023,,,,,5.0,-1.2,0.4,7.2,6069.630000829695,
50,7,2,5.492376214131624,2267.1239999999993,2997.043000000002,490.78100000000006,,,,731.8529999999998,81.366,,,67.16300000000001,,3.0,0.0,0.5,7.25,5746.980998754502,
50,7,3,6.278359873875348,1053.115,1245.1270000000002,707.6400000000001,,,,125.66900000000001,2717.2150000000006,,,,,8.0,-0.6,0.6,6.8,3969.5809991359715,2.0
51,7,0,7.054883097740211,1736.7440000000004,2533.849,767.1449999999999,,,,41.95,1562.023,,,,,5.0,-1.2,0.4,7.2,6069.630000829695,
51,7,1,5.492376214131624,2267.1239999999993,2997.043000000002,490.78100000000006,,,,731.8529999999998,81.366,,,67.16300000000001,,3.0,0.0,0.5,7.25,5746.980998754502,
51,7,2,6.278359873875348,1053.115,1245.1270000000002,707.6400000000001,,,,125.66900000000001,2717.2150000000006,,,,,8.0,-0.6,0.6,6.8,3969.5809991359715,2.0
51,7,3,10.379264521449482,17416.28,2141.4889999999996,1063.268,,,,52.841,523.8539999999999,501.6439999999999,,,,4.0,-0.75,0.25,7.25,4403.242997646333,
52,7,0,5.492376214131624,2267.1239999999993,2997.043000000002,490.78100000000006,,,,731.8529999999998,81.366,,,67.16300000000001,,3.0,0.0,0.5,7.25,5746.980998754502,
52,7,1,6.278359873875348,1053.115,1245.1270000000002,707.6400000000001,,,,125.66900000000001,2717.2150000000006,,,,,8.0,-0.6,0.6,6.8,3969.5809991359715,2.0
52,7,2,10.379264521449482,17416.28,2141.4889999999996,1063.268,,,,52.841,523.8539999999999,501.6439999999999,,,,4.0,-0.75,0.25,7.25,4403.242997646333,
52,7,3,5.56340810226126,772.7870000000001,1110.8560000000002,1278.594,,,,113.22800000000001,322.901,,,,,10.0,-1.0,0.75,7.0,3937.041998863219,1.0
53,7,0,6.278359873875348,1053.115,1245.1270000000002,707.6400000000001,,,,125.66900000000001,2717.2150000000006,,,,,8.0,-0.6,0.6,6.8,3969.5809991359715,2.0
53,7,1,10.379264521449482,17416.28,2141.4889999999996,1063.268,,,,52.841,523.8539999999999,501.6439999999999,,,,4.0,-0.75,0.25,7.25,4403.242997646333,
53,7,2,5.56340810226126,772.7870000000001,1110.8560000000002,1278.594,,,,113.22800000000001,322.901,,,,,10.0,-1.0,0.75,7.0,3937.041998863219,1.0
53,7,3,3.7529501679426365,1186.2989999999995,2481.322,354.9650000000001,,,,81.741,2038.631,,,,,14.0,-0.8,0.4,7.2,4774.1459991931915,2.0
54,6,0,10.379264521449482,17416.28,2141.4889999999996,1063.268,,,,52.841,523.8539999999999,501.6439999999999,,,,4.0,-0.75,0.25,7.25,4403.242997646333,
54,6,1,5.56340810226126,772.7870000000001,1110.8560000000002,1278.594,,,,113.22800000000001,322.901,,,,,10.0,-1.0,0.75,7.0,3937.041998863219,1.0
54,6,2,3.7529501679426365,1186.2989999999995,2481.322,354.9650000000001,,,,81.741,2038.631,,,,,14.0,-0.8,0.4,7.2,4774.1459991931915,2.0
54,6,3,6.287052772537307,2790.0139999999997,1322.6100000000001,76.976,,,,186.413,191.12099999999998,345.20000000000005,,,,2.0,-0.2,0.8,7.4,3297.737997055054,1.0
55,6,0,5.56340810226126,772.7870000000001,1110.8560000000002,1278.594,,,,113.22800000000001,322.901,,,,,10.0,-1.0,0.75,7.0,3937.041998863219,1.0
55,6,1,3.7529501679426365,1186.2989999999995,2481.322,354.9650000000001,,,,81.741,2038.631,,,,,14.0,-0.8,0.4,7.2,4774.1459991931915,2.0
55,6,2,6.287052772537307,2790.0139999999997,1322.6100000000001,76.976,,,,186.413,191.12099999999998,345.20000000000005,,,,2.0,-0.2,0.8,7.4,3297.737997055054,1.0
55,6,3,7.658893483191203,1964.2099999999998,2942.4230000000002,1021.4540000000001,,,,128.74400000000003,317.901,,,,,2.0,-0.6,-0.2,6.4,6883.828001737594,
56,6,0,3.7529501679426365,1186.2989999999995,2481.322,354.9650000000001,,,,81.741,2038.631,,,,,14.0,-0.8,0.4,7.2,4774.1459991931915,2.0
56,6,1,6.287052772537307,2790.0139999999997,1322.6100000000001,76.976,,,,186.413,191.12099999999998,345.20000000000005,,,,2.0,-0.2,0.8,7.4,3297.737997055054,1.0
56,6,2,7.658893483191203,1964.2099999999998,2942.4230000000002,1021.4540000000001,,,,128.74400000000003,317.901,,,,,2.0,-0.6,-0.2,6.4,6883.828001737594,
56,6,3,7.740140157839726,1269.299000000001,3595.431,548.787,,,,56.13199999999999,122.42099999999999,318.294,,,,2.0,-0.25,0.0,5.75,6814.300000905989,
57,7,0,6.287052772537307,2790.0139999999997,1322.6100000000001,76.976,,,,186.413,191.12099999999998,345.20000000000005,,,,2.0,-0.2,0.8,7.4,3297.737997055054,1.0
57,7,1,7.658893483191203,1964.2099999999998,2942.4230000000002,1021.4540000000001,,,,128.74400000000003,317.901,,,,,2.0,-0.6,-0.2,6.4,6883.828001737594,
57,7,2,7.740140157839726,1269.299000000001,3595.431,548.787,,,,56.13199999999999,122.42099999999999,318.294,,,,2.0,-0.25,0.0,5.75,6814.300000905989,
57,7,3,5.454488558615051,1121.6890000000003,2809.436,809.7279999999998,,,,148.852,141.32000000000002,,,,,5.0,-1.2,0.2,6.4,3653.3700008392334,
58,4,0,7.658893483191203,1964.2099999999998,2942.4230000000002,1021.4540000000001,,,,128.74400000000003,317.901,,,,,2.0,-0.6,-0.2,6.4,6883.828001737594,
58,4,1,7.740140157839726,1269.299000000001,3595.431,548.787,,,,56.13199999999999,122.42099999999999,318.294,,,,2.0,-0.25,0.0,5.75,6814.300000905989,
58,4,2,5.454488558615051,1121.6890000000003,2809.436,809.7279999999998,,,,148.852,141.32000000000002,,,,,5.0,-1.2,0.2,6.4,3653.3700008392334,
58,4,3,7.726073339532607,1957.0869999999986,2309.6589999999997,794.484,,,,100.89699999999999,258.611,388.071,,,,9.0,0.0,0.6,7.4,13067.926001548765,1.0
59,7,0,7.740140157839726,1269.299000000001,3595.431,548.787,,,,56.13199999999999,122.42099999999999,318.294,,,,2.0,-0.25,0.0,5.75,6814.300000905989,
59,7,1,5.454488558615051,1121.6890000000003,2809.436,809.7279999999998,,,,148.852,141.32000000000002,,,,,5.0,-1.2,0.2,6.4,3653.3700008392334,
59,7,2,7.726073339532607,1957.0869999999986,2309.6589999999997,794.484,,,,100.89699999999999,258.611,388.071,,,,9.0,0.0,0.6,7.4,13067.926001548765,1.0
59,7,3,3.4433523225736393,576.3849999999999,1224.322,618.9800000000002,,,,30.011000000000003,391.5420000000001,,,,,6.0,-1.0,-1.25,4.5,3649.967998504639,
60,6,0,5.454488558615051,1121.6890000000003,2809.436,809.7279999999998,,,,148.852,141.32000000000002,,,,,5.0,-1.2,0.2,6.4,3653.3700008392334,
60,6,1,7.726073339532607,1957.0869999999986,2309.6589999999997,794.484,,,,100.89699999999999,258.611,388.071,,,,9.0,0.0,0.6,7.4,13067.926001548765,1.0
60,6,2,3.4433523225736393,576.3849999999999,1224.322,618.9800000000002,,,,30.011000000000003,391.5420000000001,,,,,6.0,-1.0,-1.25,4.5,3649.967998504639,
60,6,3,3.2765696255063905,1482.9479999999999,3761.179000000001,737.916,,,,106.148,2008.184,,,,,2.0,0.0,0.6,6.8,6366.526998281478,
61,7,0,7.726073339532607,1957.0869999999986,2309.6589999999997,794.484,,,,100.89699999999999,258.611,388.071,,,,9.0,0.0,0.6,7.4,13067.926001548765,1.0
61,7,1,3.4433523225736393,576.3849999999999,1224.322,618.9800000000002,,,,30.011000000000003,391.5420000000001,,,,,6.0,-1.0,-1.25,4.5,3649.967998504639,
61,7,2,3.2765696255063905,1482.9479999999999,3761.179000000001,737.916,,,,106.148,2008.184,,,,,2.0,0.0,0.6,6.8,6366.526998281478,
61,7,3,6.2868249029175365,1184.7779999999993,2265.8549999999996,193.47999999999996,,,,134.434,636.2529999999999,,,,,10.0,-0.25,0.5,6.25,4079.151999473573,1.0
62,7,0,3.4433523225736393,576.3849999999999,1224.322,618.9800000000002,,,,30.011000000000003,391.5420000000001,,,,,6.0,-1.0,-1.25,4.5,3649.967998504639,
62,7,1,3.2765696255063905,1482.9479999999999,3761.179000000001,737.916,,,,106.148,2008.184,,,,,2.0,0.0,0.6,6.8,6366.526998281478,
62,7,2,6.2868249029175365,1184.7779999999993,2265.8549999999996,193.47999999999996,,,,134.434,636.2529999999999,,,,,10.0,-0.25,0.5,6.25,4079.151999473573,1.0
62,7,3,5.933036353077366,1427.0219999999997,2255.544999999999,627.2359999999999,,,,61.397,294.321,,,,,12.0,-0.5,0.25,7.25,5757.426000595092,1.0
63,6,0,3.2765696255063905,1482.9479999999999,3761.179000000001,737.916,,,,106.148,2008.184,,,,,2.0,0.0,0.6,6.8,6366.526998281478,
63,6,1,6.2868249029175365,1184.7779999999993,2265.8549999999996,193.47999999999996,,,,134.434,636.2529999999999,,,,,10.0,-0.25,0.5,6.25,4079.151999473573,1.0
63,6,2,5.933036353077366,1427.0219999999997,2255.544999999999,627.2359999999999,,,,61.397,294.321,,,,,12.0,-0.5,0.25,7.25,5757.426000595092,1.0
63,6,3,6.258014492239036,1303.4519999999998,2726.2369999999996,695.324,,,,141.214,566.807,525.1129999999999,,2.045,,1.0,0.25,0.75,7.25,7844.238998651504,1.0
64,6,0,6.2868249029175365,1184.7779999999993,2265.8549999999996,193.47999999999996,,,,134.434,636.2529999999999,,,,,10.0,-0.25,0.5,6.25,4079.151999473573,1.0
64,6,1,5.933036353077366,1427.0219999999997,2255.544999999999,627.2359999999999,,,,61.397,294.321,,,,,12.0,-0.5,0.25,7.25,5757.426000595092,1.0
64,6,2,6.258014492239036,1303.4519999999998,2726.2369999999996,695.324,,,,141.214,566.807,525.1129999999999,,2.045,,1.0,0.25,0.75,7.25,7844.238998651504,1.0
64,6,3,10.187554255402484,1548.1919999999996,2343.792999999999,700.7239999999999,,,,136.128,319.6449999999999,630.9290000000002,,,,7.0,-0.5,0.5,6.5,5810.030001163483,1.0
65,7,0,5.933036353077366,1427.0219999999997,2255.544999999999,627.2359999999999,,,,61.397,294.321,,,,,12.0,-0.5,0.25,7.25,5757.426000595092,1.0
65,7,1,6.258014492239036,1303.4519999999998,2726.2369999999996,695.324,,,,141.214,566.807,525.1129999999999,,2.045,,1.0,0.25,0.75,7.25,7844.238998651504,1.0
65,7,2,10.187554255402484,1548.1919999999996,2343.792999999999,700.7239999999999,,,,136.128,319.6449999999999,630.9290000000002,,,,7.0,-0.5,0.5,6.5,5810.030001163483,1.0
65,7,3,9.079241599489027,1826.6679999999992,1516.767,,,,,11.016,157.19199999999998,362.18500000000006,,6.986,,6.0,-2.0,-1.0,6.0,3658.8190011978145,1.0
66,8,0,6.258014492239036,1303.4519999999998,2726.2369999999996,695.324,,,,141.214,566.807,525.1129999999999,,2.045,,1.0,0.25,0.75,7.25,7844.238998651504,1.0
66,8,1,10.187554255402484,1548.1919999999996,2343.792999999999,700.7239999999999,,,,136.128,319.6449999999999,630.9290000000002,,,,7.0,-0.5,0.5,6.5,5810.030001163483,1.0
66,8,2,9.079241599489027,1826.6679999999992,1516.767,,,,,11.016,157.19199999999998,362.18500000000006,,6.986,,6.0,-2.0,-1.0,6.0,3658.8190011978145,1.0
66,8,3,6.955682838787198,510.9129999999998,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,,1.0,-0.6,0.4,7.2,2174.870997667313,
67,7,0,10.187554255402484,1548.1919999999996,2343.792999999999,700.7239999999999,,,,136.128,319.6449999999999,630.9290000000002,,,,7.0,-0.5,0.5,6.5,5810.030001163483,1.0
67,7,1,9.079241599489027,1826.6679999999992,1516.767,,,,,11.016,157.19199999999998,362.18500000000006,,6.986,,6.0,-2.0,-1.0,6.0,3658.8190011978145,1.0
67,7,2,6.955682838787198,510.9129999999998,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,,1.0,-0.6,0.4,7.2,2174.870997667313,
67,7,3,4.48977720413107,809.9719999999998,1822.477,95.772,,,,21.182,56.817,,,84.48800000000001,,8.0,0.75,1.0,8.0,2773.043000936509,7.0
68,7,0,9.079241599489027,1826.6679999999992,1516.767,,,,,11.016,157.19199999999998,362.18500000000006,,6.986,,6.0,-2.0,-1.0,6.0,3658.8190011978145,1.0
68,7,1,6.955682838787198,510.9129999999998,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,,1.0,-0.6,0.4,7.2,2174.870997667313,
68,7,2,4.48977720413107,809.9719999999998,1822.477,95.772,,,,21.182,56.817,,,84.48800000000001,,8.0,0.75,1.0,8.0,2773.043000936509,7.0
68,7,3,2.083546598144249,98.26600000000002,445.917,19.658,,,,,25.386000000000003,,,,,14.0,-0.5,0.5,7.25,701.2870004177096,1.0
69,6,0,6.955682838787198,510.9129999999998,855.2189999999998,371.5200000000001,,,,79.11199999999998,123.07099999999998,159.64600000000002,,,,1.0,-0.6,0.4,7.2,2174.870997667313,
69,6,1,4.48977720413107,809.9719999999998,1822.477,95.772,,,,21.182,56.817,,,84.48800000000001,,8.0,0.75,1.0,8.0,2773.043000936509,7.0
69,6,2,2.083546598144249,98.26600000000002,445.917,19.658,,,,,25.386000000000003,,,,,14.0,-0.5,0.5,7.25,701.2870004177096,1.0
69,6,3,0.7065527065527069,125.13300000000001,,,,,,,,,,,,16.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,109.28399968147278,1.0
70,6,0,4.48977720413107,809.9719999999998,1822.477,95.772,,,,21.182,56.817,,,84.48800000000001,,8.0,0.75,1.0,8.0,2773.043000936509,7.0
70,6,1,2.083546598144249,98.26600000000002,445.917,19.658,,,,,25.386000000000003,,,,,14.0,-0.5,0.5,7.25,701.2870004177096,1.0
70,6,2,0.7065527065527069,125.13300000000001,,,,,,,,,,,,16.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,109.28399968147278,1.0
70,6,3,0.940170940170941,2.007,37.601,,,,,,,,,,,10.0,0.25,0.0,6.5,41.23499965667722,7.0
71,6,0,2.083546598144249,98.26600000000002,445.917,19.658,,,,,25.386000000000003,,,,,14.0,-0.5,0.5,7.25,701.2870004177096,1.0
71,6,1,0.7065527065527069,125.13300000000001,,,,,,,,,,,,16.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,109.28399968147278,1.0
71,6,2,0.940170940170941,2.007,37.601,,,,,,,,,,,10.0,0.25,0.0,6.5,41.23499965667722,7.0
71,6,3,,,,,,,,,,,,,,3.0,0.0,0.0,6.5,,
72,5,0,0.7065527065527069,125.13300000000001,,,,,,,,,,,,16.0,-0.3333333333333333,0.3333333333333333,6.666666666666667,109.28399968147278,1.0
72,5,1,0.940170940170941,2.007,37.601,,,,,,,,,,,10.0,0.25,0.0,6.5,41.23499965667722,7.0
72,5,2,,,,,,,,,,,,,,3.0,0.0,0.0,6.5,,
72,5,3,0.5,10.09,72.341,,,,,,,,,,,1.0,-0.6666666666666666,-0.3333333333333333,5.666666666666667,187.3220000267031,
